2.75,0.90143,-0.035919,0.046481,-0.21132,0.65477
2.76,0.90143,-0.035454,0.048246,-0.20477,0.66554
2.77,0.90143,-0.034972,0.050026,-0.19812,0.67624
2.78,0.90143,-0.034472,0.051822,-0.19136,0.68689
2.79,0.90143,-0.033953,0.05363,-0.18449,0.69747
2.8,0.90143,-0.033417,0.055452,-0.17751,0.70799
2.81,0.90143,-0.032863,0.057285,-0.17043,0.71845
2.82,0.90143,-0.03229,0.059129,-0.16325,0.72884
2.83,0.90143,-0.031698,0.060984,-0.15596,0.73916
2.84,0.90143,-0.031089,0.062847,-0.14857,0.74942
2.85,0.90143,-0.03046,0.064718,-0.14107,0.75961
2.86,0.90143,-0.029813,0.066597,-0.13348,0.76973
2.87,0.90143,-0.029147,0.068481,-0.12578,0.77978
2.88,0.90143,-0.028462,0.070371,-0.11798,0.78976
2.89,0.90143,-0.027758,0.072265,-0.11008,0.79967
2.9,0.90143,-0.027036,0.074161,-0.10209,0.80951
2.91,0.90143,-0.026294,0.07606,-0.093993,0.81927
2.92,0.90143,-0.025534,0.07796,-0.0858,0.82896
2.93,0.90143,-0.024754,0.079859,-0.077511,0.83858
2.94,0.90143,-0.023955,0.081757,-0.069125,0.84812
2.95,0.90143,-0.023138,0.083653,-0.060644,0.85759
2.96,0.90143,-0.022301,0.085545,-0.052068,0.86698
2.97,0.90143,-0.021446,0.087433,-0.043398,0.87629
2.98,0.90143,-0.020571,0.089315,-0.034635,0.88552
2.99,0.90143,-0.019678,0.09119,-0.02578,0.89468
3,0.90143,-0.018766,0.093057,-0.016833,0.90375
3.01,0.90143,-0.017836,0.094916,-0.0077955,0.91275
3.02,0.90143,-0.016887,0.096764,0.001332,0.92166
3.03,0.90143,-0.015919,0.098601,0.010549,0.93049
3.04,0.90143,-0.014933,0.10043,0.019854,0.93924
3.05,0.90143,-0.013929,0.10224,0.029246,0.94791
3.06,0.90143,-0.012906,0.10403,0.038725,0.95649
3.07,0.90143,-0.011866,0.10581,0.04829,0.96499
3.08,0.90143,-0.010808,0.10758,0.05794,0.9734
3.09,0.90143,-0.0097322,0.10933,0.067674,0.98173
3.1,0.90143,-0.0086389,0.11105,0.077491,0.98997
3.11,0.90143,-0.0075284,0.11276,0.087391,0.99812
3.12,0.90143,-0.0064008,0.11445,0.097372,1.0062
3.13,0.90143,-0.0052563,0.11611,0.10743,1.0142
3.14,0.90143,-0.0040951,0.11776,0.11758,1.0221
3.15,0.90143,-0.0029176,0.11937,0.1278,1.0298
3.16,0.90143,-0.0017239,0.12097,0.13809,1.0376
3.17,0.90143,-0.00051419,0.12253,0.14847,1.0452
3.18,0.90143,0.00071114,0.12407,0.15892,1.0527
3.19,0.90143,0.0019519,0.12559,0.16945,1.0601
3.2,0.90143,0.0032077,0.12707,0.18005,1.0675
3.21,0.90143,0.0044784,0.12852,0.19072,1.0747
3.22,0.90143,0.0057637,0.12995,0.20147,1.0819
3.23,0.90143,0.0070632,0.13134,0.21229,1.0889
3.24,0.90143,0.0083766,0.1327,0.22318,1.0959
3.25,0.90143,0.0097036,0.13403,0.23414,1.1028
3.26,0.90143,0.011044,0.13532,0.24517,1.1095
3.27,0.90143,0.012397,0.13658,0.25626,1.1162
3.28,0.90143,0.013763,0.1378,0.26742,1.1228
3.29,0.90143,0.015141,0.13899,0.27865,1.1292
3.3,0.90143,0.016531,0.14014,0.28994,1.1356
3.31,0.90143,0.017932,0.14126,0.3013,1.1419
3.32,0.90143,0.019345,0.14233,0.31272,1.1481
3.33,0.90143,0.020768,0.14337,0.3242,1.1542
3.34,0.90143,0.022202,0.14437,0.33574,1.1601
3.35,0.90143,0.023646,0.14533,0.34734,1.166
3.36,0.90143,0.025099,0.14625,0.359,1.1718
3.37,0.90143,0.026561,0.14713,0.37072,1.1775
3.38,0.90143,0.028033,0.14797,0.3825,1.1831
3.39,0.90143,0.029512,0.14877,0.39433,1.1885
3.4,0.90143,0.031,0.14952,0.40621,1.1939
3.41,0.90143,0.032495,0.15024,0.41815,1.1992
3.42,0.90143,0.033998,0.15091,0.43014,1.2043
3.43,0.90143,0.035507,0.15154,0.44219,1.2094
3.44,0.90143,0.037022,0.15213,0.45428,1.2143
3.45,0.90143,0.038543,0.15267,0.46642,1.2192
3.46,0.90143,0.04007,0.15318,0.47861,1.2239
3.47,0.90143,0.041602,0.15364,0.49085,1.2285
3.48,0.90143,0.043138,0.15405,0.50314,1.233
3.49,0.90143,0.044679,0.15443,0.51547,1.2375
3.5,0.90143,0.046223,0.15476,0.52784,1.2418
3.51,0.90143,0.047771,0.15504,0.54026,1.246
3.52,0.90143,0.049321,0.15529,0.55272,1.25
3.53,0.90143,0.050874,0.15549,0.56522,1.254
3.54,0.90143,0.052429,0.15565,0.57776,1.2579
3.55,0.90143,0.053985,0.15577,0.59034,1.2617
3.56,0.90143,0.055543,0.15585,0.60296,1.2653
3.57,0.90143,0.057101,0.15588,0.61561,1.2688
3.58,0.90143,0.05866,0.15587,0.6283,1.2723
3.59,0.90143,0.060219,0.15582,0.64102,1.2756
3.6,0.90143,0.061777,0.15573,0.65378,1.2788
3.61,0.90143,0.063335,0.1556,0.66656,1.2819
3.62,0.90143,0.064891,0.15543,0.67938,1.2849
3.63,0.90143,0.066445,0.15522,0.69223,1.2877
3.64,0.90143,0.067997,0.15497,0.70511,1.2905
3.65,0.90143,0.069547,0.15469,0.71801,1.2931
3.66,0.90143,0.071094,0.15436,0.73095,1.2957
3.67,0.90143,0.072637,0.154,0.7439,1.2981
3.68,0.90143,0.074177,0.1536,0.75688,1.3004
3.69,0.90143,0.075713,0.15316,0.76989,1.3026
3.7,0.90143,0.077245,0.15269,0.78291,1.3047
3.71,0.90143,0.078772,0.15219,0.79596,1.3066
3.72,0.90143,0.080294,0.15165,0.80903,1.3085
3.73,0.90143,0.08181,0.15107,0.82211,1.3102
3.74,0.90143,0.083321,0.15047,0.83521,1.3118
3.75,0.90143,0.084825,0.14983,0.84833,1.3133
3.76,0.90143,0.086324,0.14916,0.86146,1.3147
3.77,0.90143,0.087815,0.14846,0.87461,1.3159
3.78,0.90143,0.0893,0.14774,0.88777,1.3171
3.79,0.90143,0.090777,0.14698,0.90094,1.3181
3.8,0.90143,0.092247,0.1462,0.91412,1.319
3.81,0.90143,0.093709,0.14539,0.92731,1.3198
3.82,0.90143,0.095163,0.14456,0.94051,1.3205
3.83,0.90143,0.096609,0.1437,0.95371,1.3211
3.84,0.90143,0.098046,0.14282,0.96692,1.3215
3.85,0.90143,0.099474,0.14191,0.98014,1.3218
3.86,0.90143,0.10089,0.14099,0.99336,1.322
3.87,0.90143,0.1023,0.14004,1.0066,1.3221
3.88,0.90143,0.1037,0.13908,1.0198,1.3221
3.89,0.90143,0.10509,0.13809,1.033,1.3219
3.9,0.90143,0.10647,0.13709,1.0462,1.3217
3.91,0.90143,0.10785,0.13607,1.0595,1.3213
3.92,0.90143,0.10921,0.13504,1.0727,1.3208
3.93,0.90143,0.11056,0.13399,1.0859,1.3202
3.94,0.90143,0.1119,0.13294,1.0991,1.3194
3.95,0.90143,0.11323,0.13186,1.1123,1.3186
3.96,0.90143,0.11454,0.13078,1.1255,1.3176
3.97,0.90143,0.11585,0.12969,1.1386,1.3165
3.98,0.90143,0.11715,0.12859,1.1518,1.3153
3.99,0.90143,0.11844,0.12748,1.165,1.314
4,0.46399,0.11971,0.12637,1.1781,1.3125
4.01,0.46399,0.12097,0.12525,1.1912,1.3066
4.02,0.46399,0.12223,0.12412,1.2043,1.3005
4.03,0.46399,0.12347,0.123,1.2173,1.2943
4.04,0.46399,0.1247,0.12186,1.2302,1.288
4.05,0.46399,0.12592,0.12073,1.2431,1.2816
4.06,0.46399,0.12712,0.1196,1.2559,1.2751
4.07,0.46399,0.12832,0.11846,1.2687,1.2684
4.08,0.46399,0.1295,0.11732,1.2814,1.2617
4.09,0.46399,0.13068,0.11619,1.294,1.2548
4.1,0.46399,0.13184,0.11505,1.3065,1.2478
4.11,0.46399,0.13299,0.11391,1.319,1.2407
4.12,0.46399,0.13413,0.11278,1.3314,1.2335
4.13,0.46399,0.13526,0.11165,1.3437,1.2261
4.14,0.46399,0.13637,0.11052,1.356,1.2187
4.15,0.46399,0.13748,0.10939,1.3682,1.2111
4.16,0.46399,0.13857,0.10827,1.3803,1.2035
4.17,0.46399,0.13965,0.10715,1.3923,1.1957
4.18,0.46399,0.14073,0.10603,1.4043,1.1878
4.19,0.46399,0.14179,0.10492,1.4162,1.1798
4.2,0.46399,0.14284,0.10382,1.428,1.1717
4.21,0.46399,0.14387,0.10272,1.4397,1.1635
4.22,0.46399,0.1449,0.10162,1.4513,1.1552
4.23,0.46399,0.14592,0.10054,1.4629,1.1467
4.24,0.46399,0.14692,0.099458,1.4743,1.1382
4.25,0.46399,0.14792,0.098386,1.4857,1.1296
4.26,0.46399,0.1489,0.097321,1.497,1.1208
4.27,0.46399,0.14987,0.096264,1.5082,1.112
4.28,0.46399,0.15084,0.095215,1.5194,1.1031
4.29,0.46399,0.15179,0.094174,1.5304,1.094
